idle_rpm,max_rpm,gear,max_gears,rpm,turbo,turboMax,input_throttle,input_brake,input_clutch,input_parkingBrake,input_steeringPercent,accY,pitchPos,wheel_speed_fl,wheel_speed_fr,wheel_speed_rl,wheel_speed_rr,suspension_position_fl,suspension_position_fr,suspension_position_rl,suspension_position_rr
1000.0,8000.0,1,3,3820.39,5.95,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.99,0.07,0.02,0.02,0.01,1.66,1.65,1.38,1.38
1000.0,8000.0,1,3,3820.39,5.95,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.99,0.06,0.01,0.02,0.0,1.66,1.65,1.38,1.38
1000.0,8000.0,1,3,3832.96,5.97,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.99,0.02,0.06,0.05,0.02,1.67,1.65,1.38,1.38
1000.0,8000.0,1,3,3854.98,5.99,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.99,0.06,0.07,0.05,0.03,1.67,1.64,1.38,1.38
1000.0,8000.0,1,3,3883.5,6.01,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.98,0.07,0.03,0.01,0.02,1.67,1.64,1.38,1.38
1000.0,8000.0,1,3,3915.79,6.02,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.98,0.03,0.06,0.02,0.07,1.67,1.64,1.38,1.38
1000.0,8000.0,1,3,3949.55,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.98,0.02,0.08,0.02,0.06,1.66,1.65,1.38,1.38
1000.0,8000.0,1,3,3946.95,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.97,0.02,0.09,0.0,0.03,1.65,1.66,1.38,1.38
1000.0,8000.0,1,3,3884.87,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.96,0.04,0.13,0.01,0.02,1.65,1.66,1.37,1.39
1000.0,8000.0,1,3,3884.87,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.96,0.04,0.1,0.02,0.04,1.65,1.66,1.37,1.39
1000.0,8000.0,1,3,3840.14,6.01,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.95,0.14,0.05,0.01,0.06,1.65,1.65,1.37,1.39
1000.0,8000.0,1,3,3821.48,5.97,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.95,0.12,0.06,0.01,0.07,1.66,1.65,1.38,1.39
1000.0,8000.0,1,3,3822.21,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.95,0.09,0.08,0.0,0.06,1.66,1.64,1.37,1.39
1000.0,8000.0,1,3,3836.63,5.97,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.94,0.04,0.14,0.06,0.0,1.66,1.64,1.38,1.39
1000.0,8000.0,1,3,3859.83,5.99,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.94,0.09,0.12,0.06,0.01,1.67,1.63,1.38,1.39
1000.0,8000.0,1,3,3889.01,6.01,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.94,0.08,0.09,0.02,0.05,1.67,1.63,1.38,1.39
1000.0,8000.0,1,3,3921.16,6.03,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.94,0.05,0.09,0.02,0.1,1.66,1.64,1.38,1.39
1000.0,8000.0,1,3,3954.37,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.94,0.05,0.09,0.03,0.08,1.66,1.65,1.37,1.39
1000.0,8000.0,1,3,3941.4,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.94,0.06,0.11,0.0,0.03,1.65,1.65,1.36,1.4
1000.0,8000.0,1,3,3878.69,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.93,0.06,0.12,0.02,0.02,1.65,1.65,1.36,1.4
1000.0,8000.0,1,3,3836.02,6.0,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.93,0.08,0.06,0.03,0.03,1.65,1.65,1.35,1.4
1000.0,8000.0,1,3,3818.9,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.93,0.16,0.01,0.02,0.04,1.65,1.64,1.36,1.4
1000.0,8000.0,1,3,3820.32,5.95,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.93,0.1,0.03,0.01,0.03,1.65,1.64,1.36,1.4
1000.0,8000.0,1,3,3834.32,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.93,0.02,0.07,0.04,0.01,1.66,1.64,1.36,1.39
1000.0,8000.0,1,3,3857.22,6.0,40.01,1.0,0.0,0.0,0.0,-0.01,-0.0,-0.94,0.07,0.04,0.05,0.03,1.66,1.63,1.36,1.39
1000.0,8000.0,1,3,3885.36,6.01,40.01,1.0,0.0,0.0,0.0,-0.01,0.0,-0.94,0.06,0.0,0.04,0.01,1.66,1.63,1.36,1.39
1000.0,8000.0,1,3,3916.54,6.03,40.01,1.0,0.0,0.0,0.0,-0.01,0.0,-0.94,0.01,0.0,0.01,0.03,1.66,1.64,1.35,1.39
1000.0,8000.0,1,3,3948.92,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-0.94,0.0,0.01,0.02,0.02,1.65,1.64,1.35,1.39
1000.0,8000.0,1,3,3948.92,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-0.95,0.01,0.01,0.03,0.01,1.65,1.65,1.35,1.39
1000.0,8000.0,1,3,3958.86,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-0.94,0.02,0.01,0.01,0.0,1.64,1.65,1.34,1.39
1000.0,8000.0,1,3,3903.03,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-0.94,0.01,0.0,0.0,0.01,1.64,1.65,1.34,1.39
1000.0,8000.0,1,3,3848.7,6.02,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.94,0.01,0.01,0.0,0.01,1.64,1.65,1.34,1.39
1000.0,8000.0,1,3,3821.71,5.98,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.95,0.02,0.07,0.0,0.02,1.64,1.64,1.34,1.39
1000.0,8000.0,1,3,3814.77,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.95,0.03,0.07,0.0,0.02,1.64,1.64,1.34,1.39
1000.0,8000.0,1,3,3822.37,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.95,0.04,0.03,0.01,0.05,1.65,1.64,1.34,1.38
1000.0,8000.0,1,3,3840.7,5.97,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.95,0.08,0.02,0.02,0.06,1.65,1.63,1.35,1.38
1000.0,8000.0,1,3,3865.58,6.01,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.96,0.01,0.07,0.01,0.05,1.66,1.63,1.35,1.38
1000.0,8000.0,1,3,3894.55,6.02,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.96,0.05,0.08,0.01,0.0,1.66,1.63,1.35,1.38
1000.0,8000.0,1,3,3925.99,6.03,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.97,0.1,0.05,0.06,0.01,1.65,1.63,1.35,1.38
1000.0,8000.0,1,3,3957.9,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.97,0.12,0.05,0.06,0.0,1.65,1.64,1.35,1.38
1000.0,8000.0,1,3,3957.9,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.97,0.11,0.04,0.04,0.02,1.65,1.64,1.34,1.38
1000.0,8000.0,1,3,3953.35,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.97,0.1,0.04,0.03,0.04,1.65,1.64,1.34,1.38
1000.0,8000.0,1,3,3893.47,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.98,0.09,0.05,0.02,0.03,1.64,1.65,1.34,1.38
1000.0,8000.0,1,3,3842.36,6.01,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.98,0.07,0.07,0.03,0.02,1.64,1.65,1.34,1.38
1000.0,8000.0,1,3,3818.11,5.97,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.98,0.02,0.1,0.02,0.01,1.65,1.64,1.34,1.38
1000.0,8000.0,1,3,3813.15,5.95,40.01,1.0,0.0,0.0,0.0,-0.01,0.02,-0.98,0.03,0.1,0.02,0.01,1.65,1.64,1.35,1.37
1000.0,8000.0,1,3,3822.14,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-0.98,0.1,0.05,0.0,0.05,1.66,1.64,1.35,1.37
1000.0,8000.0,1,3,3840.91,5.98,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-0.98,0.09,0.03,0.02,0.08,1.66,1.63,1.35,1.37
1000.0,8000.0,1,3,3866.18,6.0,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-0.99,0.03,0.07,0.01,0.05,1.67,1.63,1.35,1.37
1000.0,8000.0,1,3,3895.92,6.01,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-0.99,0.06,0.11,0.02,0.0,1.67,1.63,1.36,1.37
1000.0,8000.0,1,3,3927.58,6.03,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-1.0,0.09,0.07,0.06,0.01,1.67,1.64,1.36,1.37
1000.0,8000.0,1,3,3927.58,6.03,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-1.0,0.1,0.05,0.07,0.01,1.66,1.64,1.36,1.37
1000.0,8000.0,1,3,3959.55,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-1.0,0.09,0.06,0.04,0.0,1.66,1.65,1.35,1.37
1000.0,8000.0,1,3,3951.68,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-1.0,0.07,0.04,0.01,0.03,1.65,1.65,1.35,1.37
1000.0,8000.0,1,3,3890.89,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-1.0,0.06,0.03,0.01,0.04,1.65,1.65,1.35,1.37
1000.0,8000.0,1,3,3841.23,6.0,40.01,1.0,0.0,0.0,0.0,-0.01,0.01,-1.0,0.04,0.05,0.01,0.03,1.65,1.65,1.35,1.37
1000.0,8000.0,1,3,3818.14,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,0.0,-1.0,0.02,0.1,0.0,0.02,1.65,1.65,1.36,1.37
1000.0,8000.0,1,3,3813.94,5.95,40.01,1.0,0.0,0.0,0.0,-0.01,0.0,-0.99,0.03,0.09,0.0,0.01,1.66,1.65,1.36,1.37
1000.0,8000.0,1,3,3823.38,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,-0.0,-0.99,0.03,0.04,0.01,0.04,1.66,1.64,1.36,1.37
1000.0,8000.0,1,3,3842.37,5.98,40.01,1.0,0.0,0.0,0.0,-0.01,-0.0,-0.99,0.04,0.01,0.03,0.06,1.67,1.64,1.36,1.37
1000.0,8000.0,1,3,3868.17,6.0,40.01,1.0,0.0,0.0,0.0,-0.01,-0.0,-0.99,0.02,0.04,0.03,0.03,1.67,1.64,1.37,1.37
1000.0,8000.0,1,3,3868.17,6.0,40.01,1.0,0.0,0.0,0.0,-0.01,-0.0,-0.99,0.01,0.05,0.01,0.0,1.67,1.64,1.36,1.37
1000.0,8000.0,1,3,3897.76,6.02,40.01,1.0,0.0,0.0,0.0,-0.01,-0.0,-0.99,0.02,0.02,0.01,0.02,1.67,1.64,1.37,1.37
1000.0,8000.0,1,3,3929.23,6.03,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.99,0.03,0.0,0.02,0.03,1.66,1.65,1.37,1.38
1000.0,8000.0,1,3,3961.13,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.99,0.03,0.01,0.03,0.02,1.66,1.65,1.37,1.38
1000.0,8000.0,1,3,3949.91,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.98,0.01,0.02,0.0,0.0,1.65,1.66,1.37,1.38
1000.0,8000.0,1,3,3888.32,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.98,0.0,0.04,0.0,0.01,1.65,1.66,1.37,1.38
1000.0,8000.0,1,3,3840.55,6.02,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.98,0.01,0.03,0.0,0.02,1.65,1.66,1.37,1.38
1000.0,8000.0,1,3,3818.24,5.97,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.98,0.09,0.01,0.01,0.02,1.65,1.65,1.37,1.38
1000.0,8000.0,1,3,3814.73,5.95,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.97,0.09,0.01,0.01,0.02,1.66,1.65,1.37,1.38
1000.0,8000.0,1,3,3814.73,5.95,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.97,0.08,0.01,0.01,0.02,1.66,1.65,1.37,1.38
1000.0,8000.0,1,3,3825.37,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.97,0.0,0.05,0.02,0.01,1.66,1.64,1.37,1.38
1000.0,8000.0,1,3,3845.63,5.99,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.97,0.02,0.08,0.04,0.01,1.67,1.64,1.37,1.38
1000.0,8000.0,1,3,3872.21,6.01,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.96,0.06,0.04,0.03,0.0,1.67,1.64,1.37,1.38
1000.0,8000.0,1,3,3902.62,6.02,40.01,1.0,0.0,0.0,0.0,-0.01,-0.02,-0.96,0.02,0.04,0.0,0.05,1.67,1.64,1.37,1.38
1000.0,8000.0,1,3,3934.85,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.96,0.01,0.06,0.02,0.07,1.66,1.65,1.37,1.38
1000.0,8000.0,1,3,3963.71,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.96,0.0,0.07,0.04,0.05,1.66,1.65,1.37,1.39
1000.0,8000.0,1,3,3930.45,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.95,0.03,0.09,0.01,0.04,1.65,1.65,1.37,1.39
1000.0,8000.0,1,3,3867.79,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.95,0.03,0.1,0.0,0.02,1.65,1.65,1.36,1.39
1000.0,8000.0,1,3,3830.19,6.0,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.95,0.07,0.06,0.03,0.03,1.65,1.65,1.36,1.39
1000.0,8000.0,1,3,3816.14,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.94,0.13,0.03,0.02,0.04,1.65,1.65,1.37,1.39
1000.0,8000.0,1,3,3816.14,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.94,0.09,0.05,0.0,0.05,1.65,1.65,1.37,1.39
1000.0,8000.0,1,3,3819.23,5.95,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.93,0.02,0.11,0.04,0.01,1.66,1.64,1.37,1.39
1000.0,8000.0,1,3,3834.28,5.98,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.94,0.05,0.09,0.06,0.01,1.66,1.64,1.37,1.39
1000.0,8000.0,1,3,3857.47,6.0,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.94,0.08,0.08,0.05,0.01,1.66,1.63,1.37,1.39
1000.0,8000.0,1,3,3885.84,6.01,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.94,0.08,0.04,0.02,0.03,1.66,1.63,1.37,1.39
1000.0,8000.0,1,3,3917.17,6.03,40.01,1.0,0.0,0.0,0.0,-0.01,-0.01,-0.94,0.03,0.05,0.02,0.07,1.66,1.64,1.37,1.39
1000.0,8000.0,1,3,3949.65,6.04,40.01,1.0,0.0,0.0,0.0,-0.01,-0.0,-0.94,0.03,0.06,0.02,0.06,1.66,1.64,1.37,1.39
1000.0,8000.0,1,3,3959.64,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,-0.0,-0.94,0.03,0.07,0.01,0.01,1.65,1.65,1.36,1.4
1000.0,8000.0,1,3,3905.85,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,-0.0,-0.94,0.04,0.08,0.01,0.0,1.65,1.65,1.35,1.4
1000.0,8000.0,1,3,3850.52,6.03,40.01,1.0,0.0,0.0,0.0,-0.01,0.04,-1.01,0.03,0.07,22.89,22.66,1.66,1.67,1.3,1.38
1000.0,8000.0,1,3,3822.56,5.98,40.01,1.0,0.0,0.0,0.0,-0.01,0.1,-0.99,0.07,0.24,11.87,16.24,1.63,1.64,1.17,1.32
1000.0,8000.0,1,3,3815.59,5.96,40.01,1.0,0.0,0.0,0.0,-0.01,0.14,-0.86,1.44,1.77,1.53,11.62,1.59,1.58,1.08,1.3
1000.0,8000.0,1,3,3822.98,5.97,40.01,1.0,0.0,0.0,0.0,-0.01,0.19,-0.87,0.9,1.24,6.81,6.4,1.62,1.59,1.0,1.29
1000.0,8000.0,1,3,3822.98,5.97,40.01,1.0,0.0,0.0,0.0,-0.01,0.27,-0.91,0.38,0.5,9.0,2.37,1.62,1.61,0.98,1.29
1000.0,8000.0,1,3,3841.02,5.98,40.01,1.0,0.0,0.0,0.0,-0.01,0.35,-0.91,2.05,1.44,1.64,3.04,1.62,1.63,0.92,1.29
1000.0,8000.0,1,3,3866.16,6.0,40.01,1.0,0.0,0.0,0.0,-0.01,0.44,-0.84,3.94,3.14,2.16,3.6,1.6,1.63,0.86,1.26
1000.0,8000.0,1,3,3896.24,6.02,40.01,1.0,0.0,0.0,0.0,-0.01,0.53,-0.74,3.14,3.19,5.36,2.02,1.55,1.61,0.81,1.26
1000.0,8000.0,1,3,3929.71,6.03,40.01,1.0,0.0,0.0,0.0,-0.01,0.62,-0.67,2.07,1.33,2.97,7.05,1.48,1.61,0.78,1.25
1000.0,8000.0,1,3,3964.97,6.05,40.01,1.0,0.0,0.0,0.0,-0.01,0.69,-0.61,3.8,3.57,7.11,3.46,1.42,1.6,0.78,1.25
1000.0,8000.0,1,3,4001.02,6.05,40.01,1.0,0.0,0.0,0.0,-0.02,0.75,-0.56,5.63,4.35,6.0,4.56,1.37,1.57,0.77,1.25
1000.0,8000.0,1,3,4037.36,6.47,40.01,1.0,0.0,0.0,0.0,-0.02,0.83,-0.51,4.08,3.74,4.23,6.64,1.31,1.54,0.73,1.26
1000.0,8000.0,1,3,4072.93,6.25,40.01,1.0,0.0,0.0,0.0,-0.02,0.9,-0.49,4.52,5.03,7.62,5.53,1.26,1.51,0.66,1.27
1000.0,8000.0,1,3,4072.93,6.25,40.01,1.0,0.0,0.0,0.0,-0.02,0.96,-0.52,4.22,5.98,6.41,7.27,1.25,1.53,0.64,1.27
1000.0,8000.0,1,3,4107.23,6.25,40.01,1.0,0.0,0.0,0.0,-0.02,1.03,-0.5,3.72,5.61,6.79,6.86,1.21,1.49,0.61,1.27
1000.0,8000.0,1,3,4139.96,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.09,-0.47,3.88,5.03,8.8,6.39,1.17,1.45,0.57,1.24
1000.0,8000.0,1,3,4170.99,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.15,-0.45,3.92,6.08,8.14,8.84,1.13,1.42,0.52,1.22
1000.0,8000.0,1,3,4200.03,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.21,-0.42,4.09,7.25,8.16,10.05,1.09,1.38,0.48,1.19
1000.0,8000.0,1,3,4227.38,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.26,-0.41,4.01,6.95,10.32,8.88,1.06,1.34,0.46,1.15
1000.0,8000.0,1,3,4253.1,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.31,-0.43,3.92,7.3,10.32,10.01,1.05,1.31,0.42,1.09
1000.0,8000.0,1,3,4277.27,6.27,40.01,1.0,0.0,0.0,0.0,-0.02,1.36,-0.42,3.88,8.36,11.39,10.22,1.04,1.27,0.38,1.05
1000.0,8000.0,1,3,4300.01,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.41,-0.41,3.81,9.54,11.25,12.6,1.03,1.22,0.31,1.02
1000.0,8000.0,1,3,4321.43,6.27,40.01,1.0,0.0,0.0,0.0,-0.02,1.45,-0.4,3.97,8.57,12.33,12.87,1.03,1.17,0.27,0.97
1000.0,8000.0,1,3,4341.65,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.49,-0.37,3.84,9.41,13.99,12.84,1.02,1.11,0.22,0.91
1000.0,8000.0,1,3,4341.65,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.53,-0.34,3.87,10.52,13.8,12.82,1.0,1.11,0.22,0.92
1000.0,8000.0,1,3,4360.66,6.27,40.01,1.0,0.0,0.0,0.0,-0.02,1.58,-0.31,3.94,10.77,14.05,13.99,0.98,1.08,0.16,0.89
1000.0,8000.0,1,3,4378.76,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.62,-0.26,3.97,10.49,13.76,13.87,0.95,1.06,0.11,0.85
1000.0,8000.0,1,3,4396.03,6.27,40.01,1.0,0.0,0.0,0.0,-0.02,1.65,-0.22,3.93,11.27,14.6,14.27,0.94,1.03,0.07,0.81
1000.0,8000.0,1,3,4412.58,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.68,-0.2,3.95,11.68,15.13,14.92,0.93,1.0,0.03,0.77
1000.0,8000.0,1,3,4428.44,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.71,-0.14,3.87,12.42,15.94,15.19,0.91,0.96,-0.0,0.74
1000.0,8000.0,1,3,4443.73,6.28,40.01,1.0,0.0,0.0,0.0,-0.02,1.74,-0.08,3.92,12.61,16.16,16.28,0.9,0.91,-0.04,0.72
1000.0,8000.0,1,3,4458.49,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,1.77,-0.02,3.96,13.46,16.47,16.31,0.9,0.88,-0.07,0.7
1000.0,8000.0,1,3,4472.8,6.29,40.01,1.0,0.0,0.0,0.0,-0.02,1.79,0.03,3.98,13.82,17.27,16.82,0.9,0.85,-0.09,0.67
1000.0,8000.0,1,3,4486.63,6.25,40.01,1.0,0.0,0.0,0.0,-0.02,1.81,0.09,3.8,14.17,17.79,17.47,0.88,0.83,-0.11,0.66
1000.0,8000.0,1,3,4486.63,6.25,40.01,1.0,0.0,0.0,0.0,-0.02,1.84,0.09,3.84,14.34,17.99,17.49,0.88,0.83,-0.11,0.66
1000.0,8000.0,1,3,4500.11,6.31,40.01,1.0,0.0,0.0,0.0,-0.02,1.86,0.14,3.85,14.46,18.49,18.14,0.87,0.82,-0.13,0.64
1000.0,8000.0,1,3,4513.5,6.23,40.01,1.0,0.0,0.0,0.0,-0.02,1.88,0.21,3.76,14.75,18.74,18.64,0.84,0.8,-0.14,0.63
1000.0,8000.0,1,3,4526.43,6.33,40.01,1.0,0.0,0.0,0.0,-0.02,1.89,0.26,3.88,15.38,19.36,19.09,0.82,0.79,-0.15,0.62
1000.0,8000.0,1,3,4539.39,6.2,40.01,1.0,0.0,0.0,0.0,-0.02,1.91,0.33,3.79,15.16,20.18,19.64,0.8,0.77,-0.16,0.61
1000.0,8000.0,1,3,4539.39,6.2,40.01,1.0,0.0,0.0,0.0,-0.02,1.92,0.34,3.85,15.39,20.43,19.96,0.8,0.77,-0.15,0.61
1000.0,8000.0,1,3,4551.93,6.39,40.01,1.0,0.0,0.0,0.0,-0.02,1.93,0.36,3.81,15.21,20.78,20.44,0.8,0.76,-0.16,0.6
1000.0,8000.0,1,3,4564.65,6.43,40.01,1.0,0.0,0.0,0.0,-0.02,1.95,0.4,3.77,15.32,21.16,21.06,0.8,0.74,-0.16,0.59
1000.0,8000.0,1,3,4577.0,6.21,40.01,1.0,0.0,0.0,0.0,-0.02,1.96,0.44,3.78,15.36,21.76,21.68,0.79,0.72,-0.16,0.58
1000.0,8000.0,1,3,4589.19,6.37,40.01,1.0,0.0,0.0,0.0,-0.02,1.97,0.48,3.72,15.19,22.44,22.39,0.78,0.7,-0.16,0.57
1000.0,8000.0,1,3,4589.19,6.37,40.01,1.0,0.0,0.0,0.0,-0.02,1.98,0.48,3.68,15.19,22.44,22.37,0.78,0.7,-0.16,0.57
1000.0,8000.0,1,3,4601.39,6.16,40.01,1.0,0.0,0.0,0.0,-0.02,1.99,0.52,3.74,15.15,23.16,23.06,0.77,0.68,-0.16,0.56
1000.0,8000.0,1,3,4613.46,6.45,40.01,1.0,0.0,0.0,0.0,-0.02,2.0,0.55,3.72,15.24,23.81,23.62,0.75,0.68,-0.16,0.55
1000.0,8000.0,1,3,4625.49,6.23,40.01,1.0,0.0,0.0,0.0,-0.02,2.01,0.57,3.73,15.26,24.32,24.07,0.74,0.67,-0.16,0.53
1000.0,8000.0,1,3,4625.49,6.23,40.01,1.0,0.0,0.0,0.0,-0.02,2.01,0.58,3.71,15.22,24.73,24.49,0.74,0.67,-0.15,0.54
1000.0,8000.0,1,3,4637.22,6.35,40.01,1.0,0.0,0.0,0.0,-0.02,2.02,0.59,3.72,15.14,24.9,24.82,0.72,0.67,-0.16,0.52
1000.0,8000.0,1,3,4649.04,6.42,40.01,1.0,0.0,0.0,0.0,-0.02,2.02,0.6,3.7,15.21,25.79,25.59,0.72,0.66,-0.15,0.51
1000.0,8000.0,1,3,4660.76,6.21,40.01,1.0,0.0,0.0,0.0,-0.02,2.03,0.62,3.64,15.17,26.24,26.15,0.71,0.65,-0.15,0.49
1000.0,8000.0,1,3,4660.76,6.21,40.01,1.0,0.0,0.0,0.0,-0.02,2.03,0.63,3.64,15.17,26.78,26.66,0.72,0.64,-0.14,0.49
1000.0,8000.0,1,3,4672.29,6.4,40.01,1.0,0.0,0.0,0.0,-0.02,2.04,0.64,3.65,15.13,27.1,27.0,0.7,0.63,-0.15,0.47
1000.0,8000.0,1,3,4684.04,6.18,40.01,1.0,0.0,0.0,0.0,-0.02,2.04,0.65,3.64,15.16,27.58,27.68,0.7,0.62,-0.14,0.45
1000.0,8000.0,1,3,4695.51,6.44,40.01,1.0,0.0,0.0,0.0,-0.02,2.04,0.65,3.62,15.16,28.32,28.32,0.69,0.62,-0.14,0.44
1000.0,8000.0,1,3,4706.95,6.37,40.01,1.0,0.0,0.0,0.0,-0.02,2.05,0.66,3.63,15.11,28.85,29.04,0.68,0.62,-0.13,0.43
1000.0,8000.0,1,3,4706.95,6.37,40.01,1.0,0.0,0.0,0.0,-0.02,2.05,0.65,3.59,15.1,29.14,29.41,0.69,0.61,-0.13,0.42
1000.0,8000.0,1,3,4718.41,6.16,40.01,1.0,0.0,0.0,0.0,-0.02,2.05,0.65,3.58,15.12,29.65,29.86,0.67,0.62,-0.13,0.41
1000.0,8000.0,1,3,4729.86,6.48,40.01,1.0,0.0,0.0,0.0,-0.02,2.05,0.65,3.6,15.07,30.19,30.54,0.66,0.61,-0.13,0.4
1000.0,8000.0,1,3,4741.28,6.26,40.01,1.0,0.0,0.0,0.0,-0.02,2.06,0.66,3.57,15.07,30.64,30.88,0.65,0.6,-0.13,0.38
1000.0,8000.0,1,3,4752.49,6.23,40.01,1.0,0.0,0.0,0.0,-0.02,2.06,0.63,3.57,15.06,31.46,31.89,0.65,0.6,-0.13,0.37
1000.0,8000.0,1,3,4752.49,6.23,40.01,1.0,0.0,0.0,0.0,-0.02,2.06,0.65,3.56,15.04,32.01,32.31,0.66,0.59,-0.11,0.37
1000.0,8000.0,1,3,4763.56,6.38,40.01,1.0,0.0,0.0,0.0,-0.02,2.06,0.65,3.55,15.04,32.01,32.33,0.64,0.59,-0.12,0.37
